iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
LBN,Lebanon,2024-09-21,0.0,14.5,48.1,2024-09-27
LBN,Lebanon,2024-09-28,0.0,16.1,60.6,2024-10-04
LBN,Lebanon,2024-10-05,0.0,14.0,51.1,2024-10-11
LBN,Lebanon,2024-10-12,0.0,11.5,48.1,2024-10-18
LBN,Lebanon,2024-10-19,0.0,16.7,53.4,2024-10-25
LBN,Lebanon,2024-10-26,0.0,14.4,53.1,2024-11-01
LBN,Lebanon,2024-11-02,0.0,15.8,52.2,2024-11-08
LBN,Lebanon,2024-11-09,0.0,15.5,50.8,2024-11-15
LBN,Lebanon,2024-11-16,0.1,16.0,52.4,2024-11-22
LBN,Lebanon,2024-11-23,0.0,13.7,54.3,2024-11-29
LBN,Lebanon,2024-11-30,0.0,14.9,53.3,2024-12-06
LBN,Lebanon,2024-12-07,0.0,13.1,50.9,2024-12-13
