iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
GRC,Greece,2024-09-21,0.0,1.3,11.3,2024-09-27
GRC,Greece,2024-09-28,0.1,1.3,11.7,2024-10-04
GRC,Greece,2024-10-05,0.1,1.2,10.0,2024-10-11
GRC,Greece,2024-10-12,0.1,1.5,11.8,2024-10-18
GRC,Greece,2024-10-19,0.3,2.2,13.0,2024-10-25
GRC,Greece,2024-10-26,0.2,1.2,15.4,2024-11-01
GRC,Greece,2024-11-02,0.0,0.9,10.1,2024-11-08
GRC,Greece,2024-11-09,0.1,1.6,12.7,2024-11-15
GRC,Greece,2024-11-16,0.1,2.1,14.2,2024-11-22
GRC,Greece,2024-11-23,0.0,1.6,14.4,2024-11-29
GRC,Greece,2024-11-30,0.0,1.1,12.0,2024-12-06
GRC,Greece,2024-12-07,0.0,1.6,13.3,2024-12-13
