iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
VUT,Vanuatu,2024-09-21,0.5,0.5,3.5,2024-09-27
VUT,Vanuatu,2024-09-28,0.4,0.4,2.9,2024-10-04
VUT,Vanuatu,2024-10-05,0.7,0.7,4.5,2024-10-11
VUT,Vanuatu,2024-10-12,0.7,0.7,4.1,2024-10-18
VUT,Vanuatu,2024-10-19,0.8,0.8,4.7,2024-10-25
VUT,Vanuatu,2024-10-26,0.7,0.7,3.6,2024-11-01
VUT,Vanuatu,2024-11-02,0.7,0.7,4.1,2024-11-08
VUT,Vanuatu,2024-11-09,0.7,0.7,3.0,2024-11-15
VUT,Vanuatu,2024-11-16,0.5,0.5,3.3,2024-11-22
VUT,Vanuatu,2024-11-23,0.9,0.9,4.0,2024-11-29
VUT,Vanuatu,2024-11-30,0.4,0.4,2.4,2024-12-06
VUT,Vanuatu,2024-12-07,0.5,0.5,4.1,2024-12-13
