iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
IDN,Indonesia,2024-09-21,0.0,0.7,9.6,2024-09-27
IDN,Indonesia,2024-09-28,0.0,1.7,11.4,2024-10-04
IDN,Indonesia,2024-10-05,0.0,0.4,6.7,2024-10-11
IDN,Indonesia,2024-10-12,0.0,1.0,9.9,2024-10-18
IDN,Indonesia,2024-10-19,0.1,2.6,15.6,2024-10-25
IDN,Indonesia,2024-10-26,0.0,1.8,13.4,2024-11-01
IDN,Indonesia,2024-11-02,0.0,1.2,8.4,2024-11-08
IDN,Indonesia,2024-11-09,0.0,1.8,10.9,2024-11-15
IDN,Indonesia,2024-11-16,0.0,1.2,11.6,2024-11-22
IDN,Indonesia,2024-11-23,0.0,0.4,6.7,2024-11-29
IDN,Indonesia,2024-11-30,0.0,1.5,13.6,2024-12-06
IDN,Indonesia,2024-12-07,0.0,0.7,5.6,2024-12-13
