iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
KEN,Kenya,2024-09-21,0.1,11.6,58.8,2024-09-27
KEN,Kenya,2024-09-28,0.0,12.9,60.9,2024-10-04
KEN,Kenya,2024-10-05,0.1,11.8,56.6,2024-10-11
KEN,Kenya,2024-10-12,0.0,9.6,59.4,2024-10-18
KEN,Kenya,2024-10-19,0.0,10.9,57.5,2024-10-25
KEN,Kenya,2024-10-26,0.1,10.6,57.4,2024-11-01
KEN,Kenya,2024-11-02,0.0,11.6,57.9,2024-11-08
KEN,Kenya,2024-11-09,0.0,9.4,56.2,2024-11-15
KEN,Kenya,2024-11-16,0.2,18.2,69.7,2024-11-22
KEN,Kenya,2024-11-23,0.0,12.3,61.2,2024-11-29
KEN,Kenya,2024-11-30,0.0,9.2,55.2,2024-12-06
KEN,Kenya,2024-12-07,0.0,11.0,60.7,2024-12-13
