iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
RUS,Russia,2024-09-21,0.0,0.1,3.4,2024-09-27
RUS,Russia,2024-09-28,0.1,0.2,7.1,2024-10-04
RUS,Russia,2024-10-05,0.0,0.0,3.6,2024-10-11
RUS,Russia,2024-10-12,0.0,0.1,4.5,2024-10-18
RUS,Russia,2024-10-19,0.0,0.1,4.7,2024-10-25
RUS,Russia,2024-10-26,0.0,0.3,6.4,2024-11-01
RUS,Russia,2024-11-02,0.1,0.1,3.0,2024-11-08
RUS,Russia,2024-11-09,0.0,0.2,3.8,2024-11-15
RUS,Russia,2024-11-16,0.1,0.4,6.5,2024-11-22
RUS,Russia,2024-11-23,0.0,0.1,3.7,2024-11-29
RUS,Russia,2024-11-30,0.0,0.0,1.9,2024-12-06
RUS,Russia,2024-12-07,0.0,0.0,2.2,2024-12-13
