iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
FRA,France,2024-09-21,0.0,0.2,4.6,2024-09-27
FRA,France,2024-09-28,0.0,0.0,3.4,2024-10-04
FRA,France,2024-10-05,0.0,0.0,5.0,2024-10-11
FRA,France,2024-10-12,0.0,0.1,5.6,2024-10-18
FRA,France,2024-10-19,0.0,0.2,4.9,2024-10-25
FRA,France,2024-10-26,0.0,0.1,4.4,2024-11-01
FRA,France,2024-11-02,0.0,0.0,4.1,2024-11-08
FRA,France,2024-11-09,0.0,0.2,4.1,2024-11-15
FRA,France,2024-11-16,0.0,0.0,3.7,2024-11-22
FRA,France,2024-11-23,0.0,0.0,6.3,2024-11-29
FRA,France,2024-11-30,0.0,0.0,2.5,2024-12-06
FRA,France,2024-12-07,0.0,0.0,6.3,2024-12-13
