iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
UKR,Ukraine,2024-09-21,0.1,1.7,14.1,2024-09-27
UKR,Ukraine,2024-09-28,0.4,2.3,18.3,2024-10-04
UKR,Ukraine,2024-10-05,0.2,1.7,16.2,2024-10-11
UKR,Ukraine,2024-10-12,0.0,1.4,15.3,2024-10-18
UKR,Ukraine,2024-10-19,0.6,5.3,25.8,2024-10-25
UKR,Ukraine,2024-10-26,0.3,2.1,12.7,2024-11-01
UKR,Ukraine,2024-11-02,0.0,1.0,14.5,2024-11-08
UKR,Ukraine,2024-11-09,0.0,1.1,13.2,2024-11-15
UKR,Ukraine,2024-11-16,0.2,1.6,15.9,2024-11-22
UKR,Ukraine,2024-11-23,0.1,2.1,17.0,2024-11-29
UKR,Ukraine,2024-11-30,0.2,2.7,22.6,2024-12-06
UKR,Ukraine,2024-12-07,0.1,0.8,9.9,2024-12-13
