iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
DJI,Djibouti,2024-09-21,0.4,1.8,3.4,2024-09-27
DJI,Djibouti,2024-09-28,0.7,3.0,5.0,2024-10-04
DJI,Djibouti,2024-10-05,0.4,3.1,6.9,2024-10-11
DJI,Djibouti,2024-10-12,0.7,2.4,4.1,2024-10-18
DJI,Djibouti,2024-10-19,0.1,1.4,3.2,2024-10-25
DJI,Djibouti,2024-10-26,0.6,2.5,4.8,2024-11-01
DJI,Djibouti,2024-11-02,0.6,2.1,3.6,2024-11-08
DJI,Djibouti,2024-11-09,0.2,1.8,3.2,2024-11-15
DJI,Djibouti,2024-11-16,0.1,1.4,2.8,2024-11-22
DJI,Djibouti,2024-11-23,0.3,1.6,3.8,2024-11-29
DJI,Djibouti,2024-11-30,0.4,2.5,4.4,2024-12-06
DJI,Djibouti,2024-12-07,0.4,1.5,4.0,2024-12-13
