iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
STP,Sao Tome and Principe,2024-09-21,0.3,0.7,4.0,2024-09-27
STP,Sao Tome and Principe,2024-09-28,0.4,0.7,4.8,2024-10-04
STP,Sao Tome and Principe,2024-10-05,0.3,0.7,4.4,2024-10-11
STP,Sao Tome and Principe,2024-10-12,0.6,1.2,4.8,2024-10-18
STP,Sao Tome and Principe,2024-10-19,0.2,0.6,4.6,2024-10-25
STP,Sao Tome and Principe,2024-10-26,0.6,0.7,4.4,2024-11-01
STP,Sao Tome and Principe,2024-11-02,0.5,0.8,3.5,2024-11-08
STP,Sao Tome and Principe,2024-11-09,0.6,1.0,4.7,2024-11-15
STP,Sao Tome and Principe,2024-11-16,0.3,0.5,2.9,2024-11-22
STP,Sao Tome and Principe,2024-11-23,0.8,1.1,5.3,2024-11-29
STP,Sao Tome and Principe,2024-11-30,0.5,1.0,3.2,2024-12-06
STP,Sao Tome and Principe,2024-12-07,0.9,1.2,4.2,2024-12-13
