iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
SUR,Suriname,2024-09-21,1.2,5.1,5.9,2024-09-27
SUR,Suriname,2024-09-28,1.1,4.0,4.4,2024-10-04
SUR,Suriname,2024-10-05,1.3,3.3,3.7,2024-10-11
SUR,Suriname,2024-10-12,1.4,5.5,5.9,2024-10-18
SUR,Suriname,2024-10-19,0.6,3.0,3.7,2024-10-25
SUR,Suriname,2024-10-26,1.3,4.6,5.2,2024-11-01
SUR,Suriname,2024-11-02,1.0,2.9,3.7,2024-11-08
SUR,Suriname,2024-11-09,0.9,3.6,4.1,2024-11-15
SUR,Suriname,2024-11-16,1.1,3.6,4.2,2024-11-22
SUR,Suriname,2024-11-23,1.7,5.5,6.3,2024-11-29
SUR,Suriname,2024-11-30,0.7,3.9,4.4,2024-12-06
SUR,Suriname,2024-12-07,0.5,2.9,3.4,2024-12-13
