iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
PRT,Portugal,2024-09-21,0.0,7.1,19.5,2024-09-27
PRT,Portugal,2024-09-28,0.0,1.8,8.2,2024-10-04
PRT,Portugal,2024-10-05,0.0,5.4,15.2,2024-10-11
PRT,Portugal,2024-10-12,0.1,4.1,14.2,2024-10-18
PRT,Portugal,2024-10-19,0.0,4.0,14.6,2024-10-25
PRT,Portugal,2024-10-26,0.0,4.6,15.8,2024-11-01
PRT,Portugal,2024-11-02,0.0,2.5,10.0,2024-11-08
PRT,Portugal,2024-11-09,0.1,6.9,21.4,2024-11-15
PRT,Portugal,2024-11-16,0.1,6.3,18.5,2024-11-22
PRT,Portugal,2024-11-23,0.1,7.5,22.2,2024-11-29
PRT,Portugal,2024-11-30,0.1,5.0,14.8,2024-12-06
PRT,Portugal,2024-12-07,0.0,2.8,8.1,2024-12-13
