iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
ERI,Eritrea,2024-09-21,0.0,0.2,8.2,2024-09-27
ERI,Eritrea,2024-09-28,0.0,0.3,5.8,2024-10-04
ERI,Eritrea,2024-10-05,0.0,0.4,5.1,2024-10-11
ERI,Eritrea,2024-10-12,0.0,0.4,5.1,2024-10-18
ERI,Eritrea,2024-10-19,0.0,0.2,5.3,2024-10-25
ERI,Eritrea,2024-10-26,0.0,0.6,6.3,2024-11-01
ERI,Eritrea,2024-11-02,0.0,0.2,5.5,2024-11-08
ERI,Eritrea,2024-11-09,0.0,0.5,4.6,2024-11-15
ERI,Eritrea,2024-11-16,0.0,0.6,7.1,2024-11-22
ERI,Eritrea,2024-11-23,0.0,0.4,5.9,2024-11-29
ERI,Eritrea,2024-11-30,0.0,0.6,6.4,2024-12-06
ERI,Eritrea,2024-12-07,0.0,0.6,5.1,2024-12-13
