iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
PAK,Pakistan,2024-09-21,0.0,1.5,11.1,2024-09-27
PAK,Pakistan,2024-09-28,0.0,2.7,14.5,2024-10-04
PAK,Pakistan,2024-10-05,0.0,6.8,20.5,2024-10-11
PAK,Pakistan,2024-10-12,0.0,2.1,12.9,2024-10-18
PAK,Pakistan,2024-10-19,0.0,2.1,14.0,2024-10-25
PAK,Pakistan,2024-10-26,0.0,2.2,14.0,2024-11-01
PAK,Pakistan,2024-11-02,0.0,2.1,12.5,2024-11-08
PAK,Pakistan,2024-11-09,0.0,2.4,12.2,2024-11-15
PAK,Pakistan,2024-11-16,0.0,1.9,14.6,2024-11-22
PAK,Pakistan,2024-11-23,0.0,2.0,13.1,2024-11-29
PAK,Pakistan,2024-11-30,0.0,5.0,19.2,2024-12-06
PAK,Pakistan,2024-12-07,0.0,1.2,7.4,2024-12-13
