iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
XKX,Kosovo,2024-09-21,0.2,0.6,5.8,2024-09-27
XKX,Kosovo,2024-09-28,0.2,0.5,4.1,2024-10-04
XKX,Kosovo,2024-10-05,0.3,0.9,7.1,2024-10-11
XKX,Kosovo,2024-10-12,0.3,0.7,5.0,2024-10-18
XKX,Kosovo,2024-10-19,1.0,1.6,7.7,2024-10-25
XKX,Kosovo,2024-10-26,0.2,0.7,7.0,2024-11-01
XKX,Kosovo,2024-11-02,0.4,0.7,7.2,2024-11-08
XKX,Kosovo,2024-11-09,1.0,1.5,8.0,2024-11-15
XKX,Kosovo,2024-11-16,0.6,0.9,4.2,2024-11-22
XKX,Kosovo,2024-11-23,0.3,0.7,6.9,2024-11-29
XKX,Kosovo,2024-11-30,0.1,0.6,5.9,2024-12-06
XKX,Kosovo,2024-12-07,0.2,0.3,3.4,2024-12-13
