iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
CPV,Cape Verde,2024-09-21,0.3,0.4,2.9,2024-09-27
CPV,Cape Verde,2024-09-28,0.4,0.8,3.2,2024-10-04
CPV,Cape Verde,2024-10-05,0.1,0.2,2.2,2024-10-11
CPV,Cape Verde,2024-10-12,0.2,0.5,3.7,2024-10-18
CPV,Cape Verde,2024-10-19,0.4,0.7,2.8,2024-10-25
CPV,Cape Verde,2024-10-26,0.8,1.0,5.1,2024-11-01
CPV,Cape Verde,2024-11-02,0.4,0.6,3.7,2024-11-08
CPV,Cape Verde,2024-11-09,1.1,1.4,4.6,2024-11-15
CPV,Cape Verde,2024-11-16,1.1,1.8,6.0,2024-11-22
CPV,Cape Verde,2024-11-23,0.4,0.9,4.7,2024-11-29
CPV,Cape Verde,2024-11-30,0.6,1.0,4.8,2024-12-06
CPV,Cape Verde,2024-12-07,0.7,1.3,5.7,2024-12-13
