iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
NGA,Nigeria,2024-09-21,0.5,15.1,40.3,2024-09-27
NGA,Nigeria,2024-09-28,1.0,18.6,45.8,2024-10-04
NGA,Nigeria,2024-10-05,1.5,18.4,46.0,2024-10-11
NGA,Nigeria,2024-10-12,1.4,22.5,49.8,2024-10-18
NGA,Nigeria,2024-10-19,0.4,12.3,37.4,2024-10-25
NGA,Nigeria,2024-10-26,0.7,13.9,37.9,2024-11-01
NGA,Nigeria,2024-11-02,0.1,11.3,36.0,2024-11-08
NGA,Nigeria,2024-11-09,1.0,17.6,47.6,2024-11-15
NGA,Nigeria,2024-11-16,0.9,18.7,46.0,2024-11-22
NGA,Nigeria,2024-11-23,0.5,13.5,38.6,2024-11-29
NGA,Nigeria,2024-11-30,0.4,15.4,43.3,2024-12-06
NGA,Nigeria,2024-12-07,0.6,15.4,39.4,2024-12-13
