iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
ISL,Iceland,2024-09-21,1.4,2.2,6.0,2024-09-27
ISL,Iceland,2024-09-28,0.8,1.7,4.6,2024-10-04
ISL,Iceland,2024-10-05,1.0,1.3,4.1,2024-10-11
ISL,Iceland,2024-10-12,0.9,1.8,4.5,2024-10-18
ISL,Iceland,2024-10-19,0.8,0.9,3.9,2024-10-25
ISL,Iceland,2024-10-26,1.6,2.0,4.6,2024-11-01
ISL,Iceland,2024-11-02,0.8,1.0,4.5,2024-11-08
ISL,Iceland,2024-11-09,0.8,1.2,4.2,2024-11-15
ISL,Iceland,2024-11-16,1.4,1.7,4.9,2024-11-22
ISL,Iceland,2024-11-23,0.4,1.0,4.1,2024-11-29
ISL,Iceland,2024-11-30,1.0,1.3,4.5,2024-12-06
ISL,Iceland,2024-12-07,0.6,1.2,3.3,2024-12-13
