iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
BRB,Barbados,2024-09-21,0.7,0.7,2.5,2024-09-27
BRB,Barbados,2024-09-28,0.3,0.3,2.8,2024-10-04
BRB,Barbados,2024-10-05,0.4,0.4,2.2,2024-10-11
BRB,Barbados,2024-10-12,0.4,0.4,2.0,2024-10-18
BRB,Barbados,2024-10-19,0.4,0.4,2.3,2024-10-25
BRB,Barbados,2024-10-26,0.3,0.3,2.3,2024-11-01
BRB,Barbados,2024-11-02,0.5,0.5,1.5,2024-11-08
BRB,Barbados,2024-11-09,0.8,0.8,2.3,2024-11-15
BRB,Barbados,2024-11-16,0.3,0.3,1.5,2024-11-22
BRB,Barbados,2024-11-23,0.4,0.4,3.1,2024-11-29
BRB,Barbados,2024-11-30,0.7,0.7,3.4,2024-12-06
BRB,Barbados,2024-12-07,0.3,0.3,2.6,2024-12-13
