iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
PRI,Puerto Rico,2024-09-21,0.0,1.2,5.9,2024-09-27
PRI,Puerto Rico,2024-09-28,0.0,1.4,7.1,2024-10-04
PRI,Puerto Rico,2024-10-05,0.1,1.2,6.9,2024-10-11
PRI,Puerto Rico,2024-10-12,0.1,2.0,8.3,2024-10-18
PRI,Puerto Rico,2024-10-19,0.3,1.8,7.8,2024-10-25
PRI,Puerto Rico,2024-10-26,0.1,1.1,6.9,2024-11-01
PRI,Puerto Rico,2024-11-02,0.0,1.2,5.5,2024-11-08
PRI,Puerto Rico,2024-11-09,0.0,1.3,6.4,2024-11-15
PRI,Puerto Rico,2024-11-16,0.0,1.5,6.8,2024-11-22
PRI,Puerto Rico,2024-11-23,0.3,2.1,8.5,2024-11-29
PRI,Puerto Rico,2024-11-30,0.0,0.9,5.7,2024-12-06
PRI,Puerto Rico,2024-12-07,0.0,0.8,5.6,2024-12-13
