iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
AUS,Australia,2024-09-21,0.4,4.4,20.0,2024-09-27
AUS,Australia,2024-09-28,0.4,6.1,23.3,2024-10-04
AUS,Australia,2024-10-05,1.1,6.1,26.4,2024-10-11
AUS,Australia,2024-10-12,0.1,3.9,22.4,2024-10-18
AUS,Australia,2024-10-19,0.7,5.7,22.0,2024-10-25
AUS,Australia,2024-10-26,0.3,4.1,17.9,2024-11-01
AUS,Australia,2024-11-02,0.4,6.5,25.3,2024-11-08
AUS,Australia,2024-11-09,0.7,4.6,21.5,2024-11-15
AUS,Australia,2024-11-16,0.4,4.4,20.7,2024-11-22
AUS,Australia,2024-11-23,0.2,4.9,22.4,2024-11-29
AUS,Australia,2024-11-30,0.3,5.4,24.4,2024-12-06
AUS,Australia,2024-12-07,0.3,4.7,23.7,2024-12-13
