iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
GEO,Georgia,2024-09-21,0.9,2.2,7.2,2024-09-27
GEO,Georgia,2024-09-28,1.2,2.4,8.1,2024-10-04
GEO,Georgia,2024-10-05,0.7,1.6,5.9,2024-10-11
GEO,Georgia,2024-10-12,0.5,1.4,7.1,2024-10-18
GEO,Georgia,2024-10-19,0.7,1.5,5.5,2024-10-25
GEO,Georgia,2024-10-26,0.7,2.2,6.7,2024-11-01
GEO,Georgia,2024-11-02,0.9,1.8,6.1,2024-11-08
GEO,Georgia,2024-11-09,1.5,3.4,9.5,2024-11-15
GEO,Georgia,2024-11-16,1.2,1.9,6.5,2024-11-22
GEO,Georgia,2024-11-23,0.8,2.3,6.7,2024-11-29
GEO,Georgia,2024-11-30,1.6,3.0,8.6,2024-12-06
GEO,Georgia,2024-12-07,0.5,1.4,5.4,2024-12-13
