iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
LIE,Liechtenstein,2024-09-21,0.2,1.1,1.1,2024-09-27
LIE,Liechtenstein,2024-09-28,0.0,0.4,0.4,2024-10-04
LIE,Liechtenstein,2024-10-05,0.0,0.4,0.4,2024-10-11
LIE,Liechtenstein,2024-10-12,0.2,0.7,0.7,2024-10-18
LIE,Liechtenstein,2024-10-19,0.0,0.8,0.8,2024-10-25
LIE,Liechtenstein,2024-10-26,0.5,1.2,1.2,2024-11-01
LIE,Liechtenstein,2024-11-02,0.2,1.2,1.2,2024-11-08
LIE,Liechtenstein,2024-11-09,0.3,1.8,1.8,2024-11-15
LIE,Liechtenstein,2024-11-16,0.2,1.0,1.0,2024-11-22
LIE,Liechtenstein,2024-11-23,0.1,1.0,1.0,2024-11-29
LIE,Liechtenstein,2024-11-30,0.0,0.4,0.4,2024-12-06
LIE,Liechtenstein,2024-12-07,0.0,0.7,0.7,2024-12-13
