iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
GNQ,Equatorial Guinea,2024-09-21,0.6,1.2,3.2,2024-09-27
GNQ,Equatorial Guinea,2024-09-28,0.0,0.2,1.4,2024-10-04
GNQ,Equatorial Guinea,2024-10-05,0.1,0.4,3.2,2024-10-11
GNQ,Equatorial Guinea,2024-10-12,0.1,0.9,2.2,2024-10-18
GNQ,Equatorial Guinea,2024-10-19,0.3,1.0,3.2,2024-10-25
GNQ,Equatorial Guinea,2024-10-26,0.1,0.7,3.0,2024-11-01
GNQ,Equatorial Guinea,2024-11-02,0.1,0.5,2.4,2024-11-08
GNQ,Equatorial Guinea,2024-11-09,0.1,0.7,2.4,2024-11-15
GNQ,Equatorial Guinea,2024-11-16,0.0,0.3,2.5,2024-11-22
GNQ,Equatorial Guinea,2024-11-23,0.2,0.9,4.0,2024-11-29
GNQ,Equatorial Guinea,2024-11-30,0.0,0.1,1.8,2024-12-06
GNQ,Equatorial Guinea,2024-12-07,0.1,0.4,2.3,2024-12-13
