iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
KAZ,Kazakhstan,2024-09-21,0.0,2.2,11.2,2024-09-27
KAZ,Kazakhstan,2024-09-28,0.0,4.8,14.3,2024-10-04
KAZ,Kazakhstan,2024-10-05,0.0,2.0,8.8,2024-10-11
KAZ,Kazakhstan,2024-10-12,0.0,2.5,11.2,2024-10-18
KAZ,Kazakhstan,2024-10-19,0.0,3.3,13.9,2024-10-25
KAZ,Kazakhstan,2024-10-26,0.0,3.0,14.0,2024-11-01
KAZ,Kazakhstan,2024-11-02,0.0,2.7,10.9,2024-11-08
KAZ,Kazakhstan,2024-11-09,0.0,3.1,10.8,2024-11-15
KAZ,Kazakhstan,2024-11-16,0.0,3.1,12.5,2024-11-22
KAZ,Kazakhstan,2024-11-23,0.0,1.6,11.7,2024-11-29
KAZ,Kazakhstan,2024-11-30,0.0,2.4,11.3,2024-12-06
KAZ,Kazakhstan,2024-12-07,0.0,3.5,13.2,2024-12-13
