iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
CUW,Curacao,2024-09-21,0.3,0.7,3.2,2024-09-27
CUW,Curacao,2024-09-28,0.3,0.4,2.8,2024-10-04
CUW,Curacao,2024-10-05,0.5,0.5,2.9,2024-10-11
CUW,Curacao,2024-10-12,0.5,0.9,3.4,2024-10-18
CUW,Curacao,2024-10-19,0.1,0.2,1.7,2024-10-25
CUW,Curacao,2024-10-26,0.7,1.0,3.1,2024-11-01
CUW,Curacao,2024-11-02,0.4,0.7,2.7,2024-11-08
CUW,Curacao,2024-11-09,0.2,0.5,2.5,2024-11-15
CUW,Curacao,2024-11-16,0.5,0.8,3.6,2024-11-22
CUW,Curacao,2024-11-23,0.2,0.2,2.8,2024-11-29
CUW,Curacao,2024-11-30,0.3,0.7,2.6,2024-12-06
CUW,Curacao,2024-12-07,0.3,0.6,2.6,2024-12-13
