iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
ESP,Spain,2024-09-21,0.0,0.1,2.8,2024-09-27
ESP,Spain,2024-09-28,0.0,0.1,2.8,2024-10-04
ESP,Spain,2024-10-05,0.0,0.1,2.8,2024-10-11
ESP,Spain,2024-10-12,0.0,0.1,3.2,2024-10-18
ESP,Spain,2024-10-19,0.0,0.0,1.7,2024-10-25
ESP,Spain,2024-10-26,0.1,0.5,5.7,2024-11-01
ESP,Spain,2024-11-02,0.0,0.2,2.0,2024-11-08
ESP,Spain,2024-11-09,0.0,0.3,3.1,2024-11-15
ESP,Spain,2024-11-16,0.0,0.1,3.9,2024-11-22
ESP,Spain,2024-11-23,0.0,0.4,3.3,2024-11-29
ESP,Spain,2024-11-30,0.0,0.2,4.2,2024-12-06
ESP,Spain,2024-12-07,0.1,0.9,9.3,2024-12-13
