iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
CMR,Cameroon,2024-09-21,0.6,17.3,82.2,2024-09-27
CMR,Cameroon,2024-09-28,1.5,20.6,82.1,2024-10-04
CMR,Cameroon,2024-10-05,0.9,14.8,78.4,2024-10-11
CMR,Cameroon,2024-10-12,0.6,15.6,83.0,2024-10-18
CMR,Cameroon,2024-10-19,0.7,15.7,78.4,2024-10-25
CMR,Cameroon,2024-10-26,1.4,21.3,81.6,2024-11-01
CMR,Cameroon,2024-11-02,1.7,22.8,82.5,2024-11-08
CMR,Cameroon,2024-11-09,0.9,20.9,82.8,2024-11-15
CMR,Cameroon,2024-11-16,1.1,18.4,80.2,2024-11-22
CMR,Cameroon,2024-11-23,1.2,16.9,81.9,2024-11-29
CMR,Cameroon,2024-11-30,1.0,17.8,80.6,2024-12-06
CMR,Cameroon,2024-12-07,1.8,23.1,82.1,2024-12-13
