iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
ATG,Antigua and Barbuda,2024-09-21,1.1,1.1,6.2,2024-09-27
ATG,Antigua and Barbuda,2024-09-28,0.9,0.9,4.9,2024-10-04
ATG,Antigua and Barbuda,2024-10-05,1.1,1.1,5.0,2024-10-11
ATG,Antigua and Barbuda,2024-10-12,0.2,0.2,3.5,2024-10-18
ATG,Antigua and Barbuda,2024-10-19,0.6,0.6,4.3,2024-10-25
ATG,Antigua and Barbuda,2024-10-26,0.7,0.7,5.2,2024-11-01
ATG,Antigua and Barbuda,2024-11-02,1.0,1.0,6.1,2024-11-08
ATG,Antigua and Barbuda,2024-11-09,1.7,1.7,6.3,2024-11-15
ATG,Antigua and Barbuda,2024-11-16,1.2,1.2,4.4,2024-11-22
ATG,Antigua and Barbuda,2024-11-23,0.7,0.7,4.6,2024-11-29
ATG,Antigua and Barbuda,2024-11-30,0.4,0.4,4.2,2024-12-06
ATG,Antigua and Barbuda,2024-12-07,0.6,0.6,4.4,2024-12-13
