iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
PER,Peru,2024-09-21,0.0,0.3,11.8,2024-09-27
PER,Peru,2024-09-28,0.0,0.2,10.7,2024-10-04
PER,Peru,2024-10-05,0.0,0.1,12.3,2024-10-11
PER,Peru,2024-10-12,0.0,0.1,11.1,2024-10-18
PER,Peru,2024-10-19,0.0,0.5,12.2,2024-10-25
PER,Peru,2024-10-26,0.0,0.2,12.6,2024-11-01
PER,Peru,2024-11-02,0.0,0.1,13.5,2024-11-08
PER,Peru,2024-11-09,0.0,0.5,10.5,2024-11-15
PER,Peru,2024-11-16,0.0,0.1,11.7,2024-11-22
PER,Peru,2024-11-23,0.0,0.1,13.3,2024-11-29
PER,Peru,2024-11-30,0.0,0.3,14.4,2024-12-06
PER,Peru,2024-12-07,0.0,0.0,14.5,2024-12-13
