iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
SDN,Sudan,2024-09-21,0.2,13.3,98.7,2024-09-27
SDN,Sudan,2024-09-28,1.5,19.6,96.4,2024-10-04
SDN,Sudan,2024-10-05,0.5,17.5,97.1,2024-10-11
SDN,Sudan,2024-10-12,0.9,19.9,98.0,2024-10-18
SDN,Sudan,2024-10-19,1.1,16.4,95.9,2024-10-25
SDN,Sudan,2024-10-26,1.0,20.2,98.6,2024-11-01
SDN,Sudan,2024-11-02,0.5,19.0,97.3,2024-11-08
SDN,Sudan,2024-11-09,0.5,18.7,97.9,2024-11-15
SDN,Sudan,2024-11-16,0.7,14.5,97.9,2024-11-22
SDN,Sudan,2024-11-23,0.7,18.5,98.3,2024-11-29
SDN,Sudan,2024-11-30,0.4,10.8,96.5,2024-12-06
SDN,Sudan,2024-12-07,0.5,14.1,96.1,2024-12-13
