iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
COG,Republic of Congo,2024-09-21,0.0,0.2,2.1,2024-09-27
COG,Republic of Congo,2024-09-28,0.0,0.6,2.0,2024-10-04
COG,Republic of Congo,2024-10-05,0.0,0.4,1.5,2024-10-11
COG,Republic of Congo,2024-10-12,0.0,0.6,1.8,2024-10-18
COG,Republic of Congo,2024-10-19,0.1,0.7,1.4,2024-10-25
COG,Republic of Congo,2024-10-26,0.0,1.0,2.0,2024-11-01
COG,Republic of Congo,2024-11-02,0.0,0.7,2.6,2024-11-08
COG,Republic of Congo,2024-11-09,0.1,0.2,1.6,2024-11-15
COG,Republic of Congo,2024-11-16,0.0,0.5,2.2,2024-11-22
COG,Republic of Congo,2024-11-23,0.0,0.5,1.7,2024-11-29
COG,Republic of Congo,2024-11-30,0.0,0.9,2.2,2024-12-06
COG,Republic of Congo,2024-12-07,0.1,0.4,1.6,2024-12-13
