iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
TKM,Turkmenistan,2024-09-21,0.6,1.5,1.7,2024-09-27
TKM,Turkmenistan,2024-09-28,0.5,1.2,1.5,2024-10-04
TKM,Turkmenistan,2024-10-05,1.1,1.9,2.4,2024-10-11
TKM,Turkmenistan,2024-10-12,0.8,1.5,2.0,2024-10-18
TKM,Turkmenistan,2024-10-19,1.3,2.0,2.2,2024-10-25
TKM,Turkmenistan,2024-10-26,1.1,1.7,2.0,2024-11-01
TKM,Turkmenistan,2024-11-02,1.6,2.2,2.5,2024-11-08
TKM,Turkmenistan,2024-11-09,1.1,2.2,2.4,2024-11-15
TKM,Turkmenistan,2024-11-16,0.4,1.0,1.4,2024-11-22
TKM,Turkmenistan,2024-11-23,0.7,1.0,1.0,2024-11-29
TKM,Turkmenistan,2024-11-30,0.9,1.2,1.5,2024-12-06
TKM,Turkmenistan,2024-12-07,0.3,0.7,0.8,2024-12-13
