iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
ECU,Ecuador,2024-09-21,0.0,3.9,28.5,2024-09-27
ECU,Ecuador,2024-09-28,0.0,2.8,24.2,2024-10-04
ECU,Ecuador,2024-10-05,0.0,2.9,28.0,2024-10-11
ECU,Ecuador,2024-10-12,0.0,2.4,21.9,2024-10-18
ECU,Ecuador,2024-10-19,0.0,3.7,29.9,2024-10-25
ECU,Ecuador,2024-10-26,0.0,2.2,26.3,2024-11-01
ECU,Ecuador,2024-11-02,0.0,4.2,27.4,2024-11-08
ECU,Ecuador,2024-11-09,0.0,3.0,24.5,2024-11-15
ECU,Ecuador,2024-11-16,0.0,2.8,24.2,2024-11-22
ECU,Ecuador,2024-11-23,0.0,2.2,24.0,2024-11-29
ECU,Ecuador,2024-11-30,0.0,2.8,27.1,2024-12-06
ECU,Ecuador,2024-12-07,0.0,2.3,22.5,2024-12-13
