iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
LCA,Saint Lucia,2024-09-21,0.5,1.0,3.0,2024-09-27
LCA,Saint Lucia,2024-09-28,0.5,0.8,5.0,2024-10-04
LCA,Saint Lucia,2024-10-05,0.3,0.6,3.3,2024-10-11
LCA,Saint Lucia,2024-10-12,1.3,1.8,6.3,2024-10-18
LCA,Saint Lucia,2024-10-19,0.8,1.4,5.0,2024-10-25
LCA,Saint Lucia,2024-10-26,0.5,1.0,4.6,2024-11-01
LCA,Saint Lucia,2024-11-02,0.8,1.4,6.5,2024-11-08
LCA,Saint Lucia,2024-11-09,0.6,1.0,4.9,2024-11-15
LCA,Saint Lucia,2024-11-16,0.3,0.6,3.7,2024-11-22
LCA,Saint Lucia,2024-11-23,1.1,1.2,5.0,2024-11-29
LCA,Saint Lucia,2024-11-30,0.1,0.5,4.5,2024-12-06
LCA,Saint Lucia,2024-12-07,0.5,0.5,4.5,2024-12-13
