iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
BGR,Bulgaria,2024-09-21,0.0,0.0,3.7,2024-09-27
BGR,Bulgaria,2024-09-28,0.0,0.0,5.8,2024-10-04
BGR,Bulgaria,2024-10-05,0.0,0.0,2.8,2024-10-11
BGR,Bulgaria,2024-10-12,0.0,0.0,3.5,2024-10-18
BGR,Bulgaria,2024-10-19,0.0,0.1,4.7,2024-10-25
BGR,Bulgaria,2024-10-26,0.0,0.0,4.7,2024-11-01
BGR,Bulgaria,2024-11-02,0.0,0.0,3.8,2024-11-08
BGR,Bulgaria,2024-11-09,0.0,0.0,5.0,2024-11-15
BGR,Bulgaria,2024-11-16,0.0,0.0,3.5,2024-11-22
BGR,Bulgaria,2024-11-23,0.0,0.0,2.7,2024-11-29
BGR,Bulgaria,2024-11-30,0.0,0.0,3.0,2024-12-06
BGR,Bulgaria,2024-12-07,0.0,0.0,4.5,2024-12-13
