iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
MOZ,Mozambique,2024-09-21,0.5,4.5,20.9,2024-09-27
MOZ,Mozambique,2024-09-28,1.5,9.1,29.0,2024-10-04
MOZ,Mozambique,2024-10-05,0.2,5.1,20.2,2024-10-11
MOZ,Mozambique,2024-10-12,0.8,7.1,23.2,2024-10-18
MOZ,Mozambique,2024-10-19,0.6,5.1,18.1,2024-10-25
MOZ,Mozambique,2024-10-26,1.2,5.8,22.5,2024-11-01
MOZ,Mozambique,2024-11-02,1.0,9.1,29.6,2024-11-08
MOZ,Mozambique,2024-11-09,0.5,7.2,25.6,2024-11-15
MOZ,Mozambique,2024-11-16,0.9,4.8,21.9,2024-11-22
MOZ,Mozambique,2024-11-23,0.5,5.8,19.1,2024-11-29
MOZ,Mozambique,2024-11-30,0.9,6.0,22.4,2024-12-06
MOZ,Mozambique,2024-12-07,0.5,5.4,20.8,2024-12-13
