iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
CYP,Cyprus,2024-09-21,3.0,8.5,20.1,2024-09-27
CYP,Cyprus,2024-09-28,3.3,8.9,19.5,2024-10-04
CYP,Cyprus,2024-10-05,2.5,7.6,20.0,2024-10-11
CYP,Cyprus,2024-10-12,2.9,8.7,20.0,2024-10-18
CYP,Cyprus,2024-10-19,3.3,8.3,19.3,2024-10-25
CYP,Cyprus,2024-10-26,2.6,7.6,18.6,2024-11-01
CYP,Cyprus,2024-11-02,2.8,8.7,18.9,2024-11-08
CYP,Cyprus,2024-11-09,3.0,6.7,16.7,2024-11-15
CYP,Cyprus,2024-11-16,2.5,7.8,17.7,2024-11-22
CYP,Cyprus,2024-11-23,3.5,7.9,18.7,2024-11-29
CYP,Cyprus,2024-11-30,2.0,7.5,16.7,2024-12-06
CYP,Cyprus,2024-12-07,3.1,8.5,21.3,2024-12-13
