iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
TGO,Togo,2024-09-21,0.2,2.8,7.8,2024-09-27
TGO,Togo,2024-09-28,0.1,3.4,7.8,2024-10-04
TGO,Togo,2024-10-05,0.1,3.3,10.2,2024-10-11
TGO,Togo,2024-10-12,0.0,2.9,8.6,2024-10-18
TGO,Togo,2024-10-19,0.0,3.4,9.0,2024-10-25
TGO,Togo,2024-10-26,0.0,3.7,10.4,2024-11-01
TGO,Togo,2024-11-02,0.1,2.3,5.8,2024-11-08
TGO,Togo,2024-11-09,0.1,3.6,8.9,2024-11-15
TGO,Togo,2024-11-16,0.1,4.0,11.7,2024-11-22
TGO,Togo,2024-11-23,0.0,3.3,8.3,2024-11-29
TGO,Togo,2024-11-30,0.0,3.4,10.3,2024-12-06
TGO,Togo,2024-12-07,0.1,1.8,5.5,2024-12-13
