iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
HND,Honduras,2024-09-21,0.0,0.7,5.1,2024-09-27
HND,Honduras,2024-09-28,0.1,0.6,3.3,2024-10-04
HND,Honduras,2024-10-05,0.2,0.4,5.1,2024-10-11
HND,Honduras,2024-10-12,0.0,0.5,3.0,2024-10-18
HND,Honduras,2024-10-19,0.0,0.3,4.1,2024-10-25
HND,Honduras,2024-10-26,0.0,0.3,2.4,2024-11-01
HND,Honduras,2024-11-02,0.0,0.2,5.1,2024-11-08
HND,Honduras,2024-11-09,0.0,0.3,3.4,2024-11-15
HND,Honduras,2024-11-16,0.0,0.2,2.4,2024-11-22
HND,Honduras,2024-11-23,0.0,0.3,3.0,2024-11-29
HND,Honduras,2024-11-30,0.0,0.4,4.2,2024-12-06
HND,Honduras,2024-12-07,0.0,0.3,2.7,2024-12-13
