iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
KOR,South Korea,2024-09-21,0.5,2.4,8.7,2024-09-27
KOR,South Korea,2024-09-28,0.6,1.5,8.2,2024-10-04
KOR,South Korea,2024-10-05,0.4,1.3,6.3,2024-10-11
KOR,South Korea,2024-10-12,0.2,1.7,6.3,2024-10-18
KOR,South Korea,2024-10-19,0.5,1.9,7.7,2024-10-25
KOR,South Korea,2024-10-26,0.2,1.3,8.6,2024-11-01
KOR,South Korea,2024-11-02,0.4,1.7,7.0,2024-11-08
KOR,South Korea,2024-11-09,0.1,0.5,3.9,2024-11-15
KOR,South Korea,2024-11-16,0.3,1.6,6.9,2024-11-22
KOR,South Korea,2024-11-23,0.6,2.1,7.7,2024-11-29
KOR,South Korea,2024-11-30,0.7,1.6,7.2,2024-12-06
KOR,South Korea,2024-12-07,0.3,1.6,6.8,2024-12-13
