iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
MRT,Mauritania,2024-09-21,0.3,5.3,19.0,2024-09-27
MRT,Mauritania,2024-09-28,0.1,5.5,20.4,2024-10-04
MRT,Mauritania,2024-10-05,0.4,7.1,26.7,2024-10-11
MRT,Mauritania,2024-10-12,0.1,4.5,20.9,2024-10-18
MRT,Mauritania,2024-10-19,0.2,6.5,24.5,2024-10-25
MRT,Mauritania,2024-10-26,0.2,4.4,20.8,2024-11-01
MRT,Mauritania,2024-11-02,0.0,6.1,22.8,2024-11-08
MRT,Mauritania,2024-11-09,0.3,5.1,20.2,2024-11-15
MRT,Mauritania,2024-11-16,0.3,5.4,22.4,2024-11-22
MRT,Mauritania,2024-11-23,0.4,8.7,25.6,2024-11-29
MRT,Mauritania,2024-11-30,0.1,4.7,18.0,2024-12-06
MRT,Mauritania,2024-12-07,0.2,5.1,21.1,2024-12-13
