iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
ZAF,South Africa,2024-09-21,0.0,3.9,17.9,2024-09-27
ZAF,South Africa,2024-09-28,0.0,2.8,20.5,2024-10-04
ZAF,South Africa,2024-10-05,0.0,3.3,19.0,2024-10-11
ZAF,South Africa,2024-10-12,0.0,6.9,25.2,2024-10-18
ZAF,South Africa,2024-10-19,0.0,3.8,17.4,2024-10-25
ZAF,South Africa,2024-10-26,0.0,3.9,18.1,2024-11-01
ZAF,South Africa,2024-11-02,0.0,4.6,18.6,2024-11-08
ZAF,South Africa,2024-11-09,0.0,2.8,17.5,2024-11-15
ZAF,South Africa,2024-11-16,0.0,6.4,22.8,2024-11-22
ZAF,South Africa,2024-11-23,0.0,3.3,16.2,2024-11-29
ZAF,South Africa,2024-11-30,0.0,4.3,20.2,2024-12-06
ZAF,South Africa,2024-12-07,0.0,4.0,17.6,2024-12-13
