iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
CUB,Cuba,2024-09-21,0.0,3.2,14.4,2024-09-27
CUB,Cuba,2024-09-28,0.0,2.4,13.6,2024-10-04
CUB,Cuba,2024-10-05,0.0,3.7,14.1,2024-10-11
CUB,Cuba,2024-10-12,0.0,2.3,12.6,2024-10-18
CUB,Cuba,2024-10-19,0.0,3.3,14.4,2024-10-25
CUB,Cuba,2024-10-26,0.0,4.9,15.8,2024-11-01
CUB,Cuba,2024-11-02,0.0,3.1,13.6,2024-11-08
CUB,Cuba,2024-11-09,0.0,3.6,13.5,2024-11-15
CUB,Cuba,2024-11-16,0.0,2.6,12.7,2024-11-22
CUB,Cuba,2024-11-23,0.0,3.5,14.4,2024-11-29
CUB,Cuba,2024-11-30,0.0,2.6,11.7,2024-12-06
CUB,Cuba,2024-12-07,0.0,4.0,13.5,2024-12-13
