iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
MLI,Mali,2024-09-21,0.3,18.5,54.6,2024-09-27
MLI,Mali,2024-09-28,0.1,19.3,57.5,2024-10-04
MLI,Mali,2024-10-05,0.7,21.0,54.3,2024-10-11
MLI,Mali,2024-10-12,0.2,17.0,53.8,2024-10-18
MLI,Mali,2024-10-19,0.1,13.6,47.0,2024-10-25
MLI,Mali,2024-10-26,0.0,15.4,51.7,2024-11-01
MLI,Mali,2024-11-02,0.1,15.0,48.3,2024-11-08
MLI,Mali,2024-11-09,0.2,18.5,54.7,2024-11-15
MLI,Mali,2024-11-16,0.1,13.2,44.9,2024-11-22
MLI,Mali,2024-11-23,0.5,21.6,60.5,2024-11-29
MLI,Mali,2024-11-30,0.3,15.0,49.0,2024-12-06
MLI,Mali,2024-12-07,0.5,16.8,55.3,2024-12-13
