iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
POL,Poland,2024-09-21,0.0,2.0,5.3,2024-09-27
POL,Poland,2024-09-28,0.0,1.1,5.6,2024-10-04
POL,Poland,2024-10-05,0.0,1.3,5.2,2024-10-11
POL,Poland,2024-10-12,0.0,2.7,6.0,2024-10-18
POL,Poland,2024-10-19,0.0,2.6,7.3,2024-10-25
POL,Poland,2024-10-26,0.0,1.4,6.1,2024-11-01
POL,Poland,2024-11-02,0.0,2.2,7.4,2024-11-08
POL,Poland,2024-11-09,0.0,3.1,9.0,2024-11-15
POL,Poland,2024-11-16,0.0,1.8,6.5,2024-11-22
POL,Poland,2024-11-23,0.0,2.2,5.6,2024-11-29
POL,Poland,2024-11-30,0.0,2.1,7.3,2024-12-06
POL,Poland,2024-12-07,0.0,2.4,8.2,2024-12-13
