iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
COL,Colombia,2024-09-21,0.0,1.9,11.8,2024-09-27
COL,Colombia,2024-09-28,0.0,1.0,6.9,2024-10-04
COL,Colombia,2024-10-05,0.0,1.3,10.7,2024-10-11
COL,Colombia,2024-10-12,0.0,0.8,5.9,2024-10-18
COL,Colombia,2024-10-19,0.0,2.7,13.4,2024-10-25
COL,Colombia,2024-10-26,0.0,0.4,4.6,2024-11-01
COL,Colombia,2024-11-02,0.0,2.8,17.2,2024-11-08
COL,Colombia,2024-11-09,0.0,1.0,11.9,2024-11-15
COL,Colombia,2024-11-16,0.0,3.4,15.2,2024-11-22
COL,Colombia,2024-11-23,0.0,3.5,17.8,2024-11-29
COL,Colombia,2024-11-30,0.0,1.9,15.6,2024-12-06
COL,Colombia,2024-12-07,0.0,0.6,6.0,2024-12-13
