iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
MDG,Madagascar,2024-09-21,1.8,18.4,57.0,2024-09-27
MDG,Madagascar,2024-09-28,2.2,16.8,55.2,2024-10-04
MDG,Madagascar,2024-10-05,4.5,21.7,57.3,2024-10-11
MDG,Madagascar,2024-10-12,3.9,20.4,53.0,2024-10-18
MDG,Madagascar,2024-10-19,2.6,17.1,58.9,2024-10-25
MDG,Madagascar,2024-10-26,4.0,17.9,52.7,2024-11-01
MDG,Madagascar,2024-11-02,3.0,20.6,57.2,2024-11-08
MDG,Madagascar,2024-11-09,2.9,16.2,55.5,2024-11-15
MDG,Madagascar,2024-11-16,2.5,17.5,52.2,2024-11-22
MDG,Madagascar,2024-11-23,3.2,17.9,55.6,2024-11-29
MDG,Madagascar,2024-11-30,3.0,17.0,53.1,2024-12-06
MDG,Madagascar,2024-12-07,3.8,21.2,57.3,2024-12-13
