iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
GMB,Gambia,2024-09-21,0.2,1.7,2.9,2024-09-27
GMB,Gambia,2024-09-28,0.0,1.2,1.5,2024-10-04
GMB,Gambia,2024-10-05,0.1,1.6,1.7,2024-10-11
GMB,Gambia,2024-10-12,0.1,0.8,1.1,2024-10-18
GMB,Gambia,2024-10-19,0.0,1.9,2.7,2024-10-25
GMB,Gambia,2024-10-26,0.2,1.2,1.7,2024-11-01
GMB,Gambia,2024-11-02,0.1,1.0,1.7,2024-11-08
GMB,Gambia,2024-11-09,0.0,1.3,2.0,2024-11-15
GMB,Gambia,2024-11-16,0.0,1.2,1.7,2024-11-22
GMB,Gambia,2024-11-23,0.0,1.4,2.1,2024-11-29
GMB,Gambia,2024-11-30,0.0,1.9,2.7,2024-12-06
GMB,Gambia,2024-12-07,0.2,1.2,2.1,2024-12-13
