iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
SWE,Sweden,2024-09-21,0.0,0.4,3.4,2024-09-27
SWE,Sweden,2024-09-28,0.0,0.6,5.2,2024-10-04
SWE,Sweden,2024-10-05,0.3,1.0,6.1,2024-10-11
SWE,Sweden,2024-10-12,0.0,0.5,5.5,2024-10-18
SWE,Sweden,2024-10-19,0.0,1.0,5.6,2024-10-25
SWE,Sweden,2024-10-26,0.0,0.3,3.1,2024-11-01
SWE,Sweden,2024-11-02,0.2,0.7,3.4,2024-11-08
SWE,Sweden,2024-11-09,0.0,1.1,5.9,2024-11-15
SWE,Sweden,2024-11-16,0.1,0.4,4.8,2024-11-22
SWE,Sweden,2024-11-23,0.2,1.0,5.3,2024-11-29
SWE,Sweden,2024-11-30,0.0,0.3,3.0,2024-12-06
SWE,Sweden,2024-12-07,0.0,0.1,3.6,2024-12-13
