iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
HTI,Haiti,2024-09-14,0.0,15.9,52.5,2024-09-20
HTI,Haiti,2024-09-21,0.0,13.5,54.3,2024-09-27
HTI,Haiti,2024-09-28,0.0,19.9,60.5,2024-10-04
HTI,Haiti,2024-10-05,0.0,15.4,55.9,2024-10-11
HTI,Haiti,2024-10-12,0.0,16.4,53.6,2024-10-18
HTI,Haiti,2024-10-19,0.0,14.3,51.7,2024-10-25
HTI,Haiti,2024-10-26,0.0,18.4,59.0,2024-11-01
HTI,Haiti,2024-11-02,0.0,18.4,57.9,2024-11-08
HTI,Haiti,2024-11-09,0.0,21.6,59.5,2024-11-15
HTI,Haiti,2024-11-16,0.0,17.8,56.5,2024-11-22
HTI,Haiti,2024-11-23,0.0,7.7,39.4,2024-11-29
HTI,Haiti,2024-11-30,0.0,18.2,61.0,2024-12-06
