iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
BEN,Benin,2024-09-14,6.3,54.7,93.3,2024-09-20
BEN,Benin,2024-09-21,8.8,59.1,94.6,2024-09-27
BEN,Benin,2024-09-28,8.3,64.2,94.5,2024-10-04
BEN,Benin,2024-10-05,9.2,60.7,95.0,2024-10-11
BEN,Benin,2024-10-12,3.9,51.5,91.0,2024-10-18
BEN,Benin,2024-10-19,9.1,59.7,93.0,2024-10-25
BEN,Benin,2024-10-26,8.8,62.6,93.7,2024-11-01
BEN,Benin,2024-11-02,8.5,61.0,94.1,2024-11-08
BEN,Benin,2024-11-09,9.4,60.3,93.5,2024-11-15
BEN,Benin,2024-11-16,4.5,55.0,91.0,2024-11-22
BEN,Benin,2024-11-23,5.2,55.9,92.0,2024-11-29
BEN,Benin,2024-11-30,6.6,53.7,93.5,2024-12-06
