iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
TUR,Turkey,2024-09-14,53.1,90.6,97.7,2024-09-20
TUR,Turkey,2024-09-21,46.2,87.9,97.3,2024-09-27
TUR,Turkey,2024-09-28,20.2,70.4,89.8,2024-10-04
TUR,Turkey,2024-10-05,29.6,79.0,93.1,2024-10-11
TUR,Turkey,2024-10-12,24.9,74.6,92.0,2024-10-18
TUR,Turkey,2024-10-19,30.8,79.5,94.5,2024-10-25
TUR,Turkey,2024-10-26,21.3,72.3,92.8,2024-11-01
TUR,Turkey,2024-11-02,17.9,59.1,83.4,2024-11-08
TUR,Turkey,2024-11-09,24.6,74.2,92.0,2024-11-15
TUR,Turkey,2024-11-16,17.9,73.4,92.7,2024-11-22
TUR,Turkey,2024-11-23,32.0,83.5,96.6,2024-11-29
TUR,Turkey,2024-11-30,38.7,86.3,96.9,2024-12-06
