iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
RUS,Russia,2024-09-14,9.9,29.7,96.8,2024-09-20
RUS,Russia,2024-09-21,13.3,31.5,95.2,2024-09-27
RUS,Russia,2024-09-28,25.0,45.0,96.9,2024-10-04
RUS,Russia,2024-10-05,18.7,41.1,97.5,2024-10-11
RUS,Russia,2024-10-12,15.4,34.4,96.8,2024-10-18
RUS,Russia,2024-10-19,35.1,59.9,99.7,2024-10-25
RUS,Russia,2024-10-26,16.6,39.9,97.2,2024-11-01
RUS,Russia,2024-11-02,16.0,38.5,98.1,2024-11-08
RUS,Russia,2024-11-09,20.9,41.9,97.8,2024-11-15
RUS,Russia,2024-11-16,52.3,77.5,99.8,2024-11-22
RUS,Russia,2024-11-23,13.5,34.1,95.7,2024-11-29
RUS,Russia,2024-11-30,22.3,50.3,99.4,2024-12-06
