iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
MMR,Myanmar,2024-09-14,0.0,0.0,4.8,2024-09-20
MMR,Myanmar,2024-09-21,0.0,0.0,1.1,2024-09-27
MMR,Myanmar,2024-09-28,0.0,0.1,1.4,2024-10-04
MMR,Myanmar,2024-10-05,0.0,0.0,1.7,2024-10-11
MMR,Myanmar,2024-10-12,0.0,0.0,2.3,2024-10-18
MMR,Myanmar,2024-10-19,0.1,0.3,4.1,2024-10-25
MMR,Myanmar,2024-10-26,0.0,0.0,1.5,2024-11-01
MMR,Myanmar,2024-11-02,0.0,0.0,1.9,2024-11-08
MMR,Myanmar,2024-11-09,0.0,0.1,1.8,2024-11-15
MMR,Myanmar,2024-11-16,0.0,0.0,1.8,2024-11-22
MMR,Myanmar,2024-11-23,0.1,0.2,2.3,2024-11-29
MMR,Myanmar,2024-11-30,0.0,0.0,0.3,2024-12-06
