iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
SWZ,eSwatini,2024-09-14,0.0,1.2,6.4,2024-09-20
SWZ,eSwatini,2024-09-21,0.0,1.7,6.5,2024-09-27
SWZ,eSwatini,2024-09-28,0.0,1.2,5.5,2024-10-04
SWZ,eSwatini,2024-10-05,0.0,1.0,5.2,2024-10-11
SWZ,eSwatini,2024-10-12,0.0,1.4,6.0,2024-10-18
SWZ,eSwatini,2024-10-19,0.0,1.0,5.2,2024-10-25
SWZ,eSwatini,2024-10-26,0.0,1.0,5.3,2024-11-01
SWZ,eSwatini,2024-11-02,0.0,0.4,3.6,2024-11-08
SWZ,eSwatini,2024-11-09,0.0,1.0,5.5,2024-11-15
SWZ,eSwatini,2024-11-16,0.0,1.3,6.8,2024-11-22
SWZ,eSwatini,2024-11-23,0.0,1.3,6.6,2024-11-29
SWZ,eSwatini,2024-11-30,0.0,1.4,7.5,2024-12-06
