iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
KAZ,Kazakhstan,2024-09-14,0.0,1.0,7.4,2024-09-20
KAZ,Kazakhstan,2024-09-21,0.0,1.6,7.7,2024-09-27
KAZ,Kazakhstan,2024-09-28,0.0,1.4,7.8,2024-10-04
KAZ,Kazakhstan,2024-10-05,0.0,0.7,7.4,2024-10-11
KAZ,Kazakhstan,2024-10-12,0.0,1.6,9.7,2024-10-18
KAZ,Kazakhstan,2024-10-19,0.0,0.4,6.9,2024-10-25
KAZ,Kazakhstan,2024-10-26,0.0,1.1,7.3,2024-11-01
KAZ,Kazakhstan,2024-11-02,0.0,1.4,8.1,2024-11-08
KAZ,Kazakhstan,2024-11-09,0.0,1.2,6.9,2024-11-15
KAZ,Kazakhstan,2024-11-16,0.0,1.0,7.1,2024-11-22
KAZ,Kazakhstan,2024-11-23,0.0,1.5,8.2,2024-11-29
KAZ,Kazakhstan,2024-11-30,0.0,1.0,7.3,2024-12-06
