iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
MWI,Malawi,2024-09-14,0.0,1.8,18.3,2024-09-20
MWI,Malawi,2024-09-21,0.0,2.3,16.1,2024-09-27
MWI,Malawi,2024-09-28,0.0,1.4,17.4,2024-10-04
MWI,Malawi,2024-10-05,0.0,1.4,16.4,2024-10-11
MWI,Malawi,2024-10-12,0.0,1.9,16.2,2024-10-18
MWI,Malawi,2024-10-19,0.0,1.4,16.0,2024-10-25
MWI,Malawi,2024-10-26,0.0,1.5,16.6,2024-11-01
MWI,Malawi,2024-11-02,0.0,1.3,16.1,2024-11-08
MWI,Malawi,2024-11-09,0.1,2.2,14.9,2024-11-15
MWI,Malawi,2024-11-16,0.0,1.8,17.6,2024-11-22
MWI,Malawi,2024-11-23,0.0,2.7,18.3,2024-11-29
MWI,Malawi,2024-11-30,0.0,1.6,14.6,2024-12-06
