iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
SEN,Senegal,2024-09-14,0.0,1.8,10.3,2024-09-20
SEN,Senegal,2024-09-21,0.0,2.6,13.5,2024-09-27
SEN,Senegal,2024-09-28,0.1,2.4,10.4,2024-10-04
SEN,Senegal,2024-10-05,0.2,2.3,12.1,2024-10-11
SEN,Senegal,2024-10-12,0.1,3.1,12.1,2024-10-18
SEN,Senegal,2024-10-19,0.2,3.3,14.7,2024-10-25
SEN,Senegal,2024-10-26,0.0,2.7,11.5,2024-11-01
SEN,Senegal,2024-11-02,0.0,1.8,9.3,2024-11-08
SEN,Senegal,2024-11-09,0.0,1.8,11.5,2024-11-15
SEN,Senegal,2024-11-16,0.0,3.8,13.4,2024-11-22
SEN,Senegal,2024-11-23,0.1,1.6,12.2,2024-11-29
SEN,Senegal,2024-11-30,0.1,2.8,12.7,2024-12-06
