iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
SVN,Slovenia,2024-09-14,0.8,3.2,9.3,2024-09-20
SVN,Slovenia,2024-09-21,0.2,3.0,8.8,2024-09-27
SVN,Slovenia,2024-09-28,0.2,2.2,8.3,2024-10-04
SVN,Slovenia,2024-10-05,0.2,2.3,8.3,2024-10-11
SVN,Slovenia,2024-10-12,0.2,2.5,8.9,2024-10-18
SVN,Slovenia,2024-10-19,0.5,2.8,7.4,2024-10-25
SVN,Slovenia,2024-10-26,0.2,1.7,6.6,2024-11-01
SVN,Slovenia,2024-11-02,0.3,2.1,8.7,2024-11-08
SVN,Slovenia,2024-11-09,0.7,3.1,9.7,2024-11-15
SVN,Slovenia,2024-11-16,0.3,2.4,9.6,2024-11-22
SVN,Slovenia,2024-11-23,0.3,1.8,7.8,2024-11-29
SVN,Slovenia,2024-11-30,0.6,2.6,10.0,2024-12-06
