iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
MAR,Morocco,2024-09-14,0.0,7.6,44.7,2024-09-20
MAR,Morocco,2024-09-21,0.0,6.2,37.8,2024-09-27
MAR,Morocco,2024-09-28,0.0,5.0,32.8,2024-10-04
MAR,Morocco,2024-10-05,0.2,3.6,34.1,2024-10-11
MAR,Morocco,2024-10-12,0.1,7.3,43.2,2024-10-18
MAR,Morocco,2024-10-19,0.1,5.9,32.8,2024-10-25
MAR,Morocco,2024-10-26,0.1,5.9,39.8,2024-11-01
MAR,Morocco,2024-11-02,0.2,6.2,38.1,2024-11-08
MAR,Morocco,2024-11-09,0.0,5.2,37.0,2024-11-15
MAR,Morocco,2024-11-16,0.0,5.2,35.6,2024-11-22
MAR,Morocco,2024-11-23,0.0,6.1,39.6,2024-11-29
MAR,Morocco,2024-11-30,0.0,3.8,31.3,2024-12-06
