iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
MUS,Mauritius,2024-09-14,0.0,1.3,6.9,2024-09-20
MUS,Mauritius,2024-09-21,1.4,2.4,7.3,2024-09-27
MUS,Mauritius,2024-09-28,0.7,1.4,6.0,2024-10-04
MUS,Mauritius,2024-10-05,0.8,1.3,7.0,2024-10-11
MUS,Mauritius,2024-10-12,0.9,1.6,6.0,2024-10-18
MUS,Mauritius,2024-10-19,0.5,1.4,6.6,2024-10-25
MUS,Mauritius,2024-10-26,0.3,1.5,5.4,2024-11-01
MUS,Mauritius,2024-11-02,0.3,1.4,6.9,2024-11-08
MUS,Mauritius,2024-11-09,0.7,1.1,5.4,2024-11-15
MUS,Mauritius,2024-11-16,0.2,1.0,5.5,2024-11-22
MUS,Mauritius,2024-11-23,0.6,1.6,7.0,2024-11-29
MUS,Mauritius,2024-11-30,0.6,1.5,6.0,2024-12-06
