iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
NZL,New Zealand,2024-09-14,0.0,0.1,4.1,2024-09-20
NZL,New Zealand,2024-09-21,0.1,0.3,6.1,2024-09-27
NZL,New Zealand,2024-09-28,0.0,0.3,5.8,2024-10-04
NZL,New Zealand,2024-10-05,0.0,0.1,4.6,2024-10-11
NZL,New Zealand,2024-10-12,0.0,0.1,3.0,2024-10-18
NZL,New Zealand,2024-10-19,0.0,0.1,3.6,2024-10-25
NZL,New Zealand,2024-10-26,0.0,0.1,2.8,2024-11-01
NZL,New Zealand,2024-11-02,0.0,0.0,3.1,2024-11-08
NZL,New Zealand,2024-11-09,0.0,0.1,2.9,2024-11-15
NZL,New Zealand,2024-11-16,0.0,0.2,4.4,2024-11-22
NZL,New Zealand,2024-11-23,0.0,0.3,3.9,2024-11-29
NZL,New Zealand,2024-11-30,0.0,0.0,3.9,2024-12-06
