iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
PNG,Papua New Guinea,2024-09-14,0.4,0.9,5.3,2024-09-20
PNG,Papua New Guinea,2024-09-21,0.1,0.3,4.9,2024-09-27
PNG,Papua New Guinea,2024-09-28,0.2,1.3,8.6,2024-10-04
PNG,Papua New Guinea,2024-10-05,0.2,0.6,6.3,2024-10-11
PNG,Papua New Guinea,2024-10-12,0.0,0.5,5.7,2024-10-18
PNG,Papua New Guinea,2024-10-19,0.3,0.5,6.5,2024-10-25
PNG,Papua New Guinea,2024-10-26,0.0,0.9,5.8,2024-11-01
PNG,Papua New Guinea,2024-11-02,0.3,0.9,5.6,2024-11-08
PNG,Papua New Guinea,2024-11-09,0.0,0.3,5.5,2024-11-15
PNG,Papua New Guinea,2024-11-16,0.2,0.7,5.9,2024-11-22
PNG,Papua New Guinea,2024-11-23,0.5,1.1,9.4,2024-11-29
PNG,Papua New Guinea,2024-11-30,0.1,0.5,6.4,2024-12-06
